"1","A :  How are you?<br><br>B :  Fine, thanks. And you? <br><br>A :  I'm fine too, thanks","soal1.mp3"
"2","Mrs. Long   :  Good night, Mr. Forbiz<br><br>Mr. Forbiz  :  Good night, Mrs Long<br><br>Mrs. Long   : See you at the seminar tomorrow<br><br>Mr. Forbiz  :  See you","soal2.mp3"
"3","Blair   :  Where are you from?<br><br>Sinta  :  I am from Indonesia","soal3.mp3"
"4","Eva    :  I'd like to introduce myself. I am Eva<br><br>Adi    :  Pleased to meet you<br><br>Eva    :  Pleased to meet you, too","soal4.mp3"
"5","My name is Linda and I am from Ohio. <br><br>I am a student. I am 24 years old. <br><br>I have no hobbies because I have to study all day","soal5.mp3"
"6","A   : Where is the hospital?<br><br>B   : It is on Cental Street","soal6.mp3"
"7","Bob     :  Excuse me. Can you tell me how to get to the bank from here?<br><br>Linda :   Certainly. Go straight on and then turn right. Go along the street for about two hundred meters. The bank is on your right next the restaurant. <br><br>Bob :   Thanks. <br><br>Linda :   No problem","soal7.mp3"
"8","A   : Excuse me. What time is it now?<br><br>B   : It is six o'clock precisely","soal8.mp3"
"9","A   : What time does the bank open?<br><br>B   : The bank always opens at 8 a.m<br><br>A   : What time does it usually close?<br><br>B  : It closes at 4 p.m","soal9.mp3"
"10","A   : Is the airport near here?<br><br>B   : Yes, it is.<br><br>A   : Can we go there by bus?<br><br>B   : No, I'm afraid we can't.<br><br>A   : How do we go to the airport?<br><br>B   : We can go there by taxi<br><br>A   : Okay, let's get a taxi","soal10.mp3"
"11","A   : What date is it today?<br><br>B   : It is the tenth of October.<br><br>A   : And what date is the meeting?<br><br>B   : It is on the fifteenth of October","soal11.mp3"
"12","A   : How much is the dictionary?<br><br>B   : The dictionary is fifty bucks","soal12.mp3"
"13","A   : Could you lower it?<br><br>B   : Yes, of course","soal13.mp3"
"14","A   : Do you have any brothers?<br><br>B   : Yes, I do.<br><br>A   : What are their names?<br><br>B   : Their names are Eric and Bob","soal14.mp3"
"15","A   : Excuse me <br><br>B   : Yes, what can I do for you?<br><br>A   : I'd like to return this radio<br><br>B   : What's the problem?<br><br>A   : The volume doesn't work <br><br>B   : Do you have the receipt?<br><br>A   : Yes <br><br>B   : Would you like to exchange this with a new one?<br><br>A   : No. Can I have refund?<br><br>B   : Sure. Let's go to the cashier to get your money<br><br>A   : Thank You","soal15.mp3"
"16","Nadia           : Excuse me, Mr. Black. Could you lend me your pen?<br><br>Mr. Black   : No, I'm afraid I can't. I'm using it<br><br>Nadia           : All right. Thank you anyway","soal16.mp3"
"17","A   : May I sit here?<br><br>B   : Yes, certainly.<br><br>A   : And may I smoke here?<br><br>B   : No, I'm afraid you may not. But you may smoke outside<br><br>A   : Ok, Thanks","soal17.mp3"
"18","Nico   : Hello <br><br>Nola   : Hi, this is Nola. Can I speak to Linda?<br><br>Nico   : Hold on, please. Sorry, she isn't here at the moment. Can I take a message?<br><br>Nola   : Yes, please. Could you ask her to call me back? It's Nola<br><br>Nico   : Okay, call Nola. Does she have your number?<br><br>Nola   : It's 08122764950 <br><br>Nico   : So that's 08122764950<br><br>Nola   : Yes, thanks very  much. Bye<br><br>Nico   : You're welcome, bye","soal18.mp3"
"19","A   : Would you like me to show you  the public transport system?<br><br>B   : That's a good idea","soal19.mp3"
"20","Me      : Mom, what's for breakfast today?<br><br>Mom  : Honey. I've made you some pancakes and bacon<br><br>Me      : Okay, cool. Have you fried the bacon or roasted it? <br><br>Mom  : I roasted it<br><br>Me      : Oh! I'm so tired of eating roasted bacon. Can you fry it today please? <br><br>Mom  : No, fried bacon is not healthy<br><br>Me      : Who cares about health? I love fried bacon<br><br>Mom  : I'll fry it next time, alright?","soal20.mp3"
"21","A   : Do you have any siblings?<br><br>B   : Yes. I have a younger brother. What about you? <br><br>A   : I have a quite a big family with 2 brothers and 2 sisters<br><br>B   : Wow. a big family. I'd have liked a sister too<br><br>A   : Yes. they're my sisters and they are very nice. They're kind and smart and i feel lucky to be their brother<br><br>B   : What a nice thing to say!","soal21.mp3"
"22","A   : I'm feeling hungry<br><br>B   : Can we have lunch now? <br><br>A   : What do you feel like eating? <br><br>B   : Some English food<br><br>A   : Have you ever eaten English food? <br><br>B   : No. this is my first time<br><br>A   : where shall we go to eat?","soal22.mp3"
"23","A   : I am so excited about our vacation.<br><br>B   : Me too. What do you want to do there? <br><br>A   : I love shopping so that is a must. <br><br>B   : I also like nature so hiking or a trip to the waterfalls would be nice. <br><br>A   : Okay. I would like to go golfing at the resort and try out jet skiing<br><br>B   : That sounds fun. This vacation is going to be great","soal23.mp3"
"24","A   : Don't you think it's really nice outside today? <br><br>B   : Yes. it's really is. The weather is perfect<br><br>A   : I think it's going to rain<br><br>B   : I hope it does rain<br><br>A   : I love it. The sky looks so clean after it rains. I especially love the night air after the rains<br><br>B   : I know. The rain does make it smell cleaner. I would love it if it rains today<br><br>A   : Yeah. so will I","soal24.mp3"
"25","A   : Hey. I wanted to buy oats. Can you help me out?<br><br>B   : Sure sir. Which brand are you looking for?<br><br>A   : I'm looking for Kellogs. On which counter will I find it? <br><br>B   : It's counter three. It's at the back, near the dairy section. <br><br>A   : Thanks. Will I find the other brands on the same counter<br><br>B   : Yes. We have all the major brands displayed there<br><br>A   : Okay! Thank for your help<br><br>B   : You're welcome","soal25.mp3"
"26","A: Excuse me. Where is the restaurant?<br><br>B: It is on Main Street
","soal26.mp3"
"27","A: Excuse me. Got the time?<br><br>B: It is a quarter to five
","soal27.mp3"
"28","A: Do you go to campus everyday by bus?<br><br>B: No, I don't<br><br>A: How do you go to campus? <br><br>A: I go to campus by foot
","soal28.mp3"
"29","Hello John! I am Nicola.<br><br>I work as a receptionist in a construction company. <br>I love my job very much. <br><br>I live in New Jersey and I am 26 years old. <br><br>My hobby is reading. I love to read novels.
","soal29.mp3"
"30","A : Is the train station far away from here?<br><br>B : No, but we can take the bus there<br><br>B : How much does the ticket cost? <br><br>A : The price depends on how far we want to travel<br><br>A : Where is the London underground station<br><br>B : It's about 10 minutes from here<br><br>A : Is it cheaper than the bus? <br><br>B : No, It's more expensive
","soal30.mp3"
"31","A : What would you like to eat?<br><br>B : Could I have some fish and chips, please? <br><br>A : What would you like to drink? <br><br>A : I would like a pint of real English beer, please<br><br>C : Are you ready to order your food? <br><br>A : Could we have one plate of fish and chips, and one rose peach sandwich? <br><br>C : Would you like something to drink? <br><br>A : Could we have two pints of beer, please? <br><br>C : Can I get you anything else? <br><br>A : No, Thank you.
","soal31.mp3"
"32","A : Hello. My name is Paul. I am new in the neighborhood. What do you for fun? <br><br>B : Nice to meet you. We do a lot of things. I like to play sports, go to the park and play games at the arcade<br><br>A : That sound like fun. <br><br>B : What do you for fun? <br><br>A : I like to build model planes, ride my bike and play at arcade<br><br>B : Cool. Let's go to the arcade tomorrow. We might meet some other guys from the neighbourhood.
","soal32.mp3"
"33","A : Hey! Did you finishing breakfast yet? <br><br>B : No, Not yet. Do you have something to drink? <br><br>A : Yeah sure! What do you want orange juice or milk? <br><br>B : I'd like some hot milk chocolate<br><br>A: Do you have any chocolate and syrup? <br><br>B : Let me check. I might have it. <br><br>A : Okay<br><br>B : Nope. There's no chocolate syrup or powder<br><br>A : Oh! Then I'll just go with orange juice<br><br><br>B : Here you are!
","soal33.mp3"
"34","Amy : Where's your younger brother these days?<br><br>Sam : Well, John got admitted to medical college in New York. He's going to be a doctor<br><br>Amy : Really? You must be so proud of him<br><br>Sam : Yeah, I am. My old man was a carpenter, I got into the same profession, but little Johnny's always studied hard. He's going to bring credit to the family name<br><br>So happy for you Sam!
","soal34.mp3"
"35","Bob     :  Excuse me. Can you tell me how to get to the bank from here?<br><br>Linda :   Certainly. Go straight on and then turn right. Go along the street for about two hundred meters. The bank is on your right next the restaurant. <br><br>Bob :   Thanks. <br><br>Linda :   No problem","soal35.mp3"
"36","A : Are you enjoying your lunch?<br><br>B : Yes. It's fine<br><br>A : Is it better than Thai food? <br><br>B : No, I don't think so<br><br>A : Why not? <br><br>B : Because Thai food has more taste<br><br>A : Is all Thai food spicy? <br><br>B : No, not all Thai food is spicy. But it's all delicious. <br><br>A : What is your favorite Thai food? <br><br>B : My favorite dish is Tom Yum Gung<br><br>A : What is that? <br><br>B : It's a spicy prawn soup. What's your favorite English dishes? <br><br>A : My favorite dishes is sausages and mashed potatoes","soal36.mp3"
"37","Jack  : Hey Tom. How are you feeling now?<br><br>Tom  : I feel ok now Jack. Much better<br><br>Jack  : How did surgery go?<br><br>Tom  : Well, I am alive! It was scary but The doctor said I am going to recover fast <br><br>Jack  : Do you know when you can start going to school  again?<br><br>Tom  : Maybe after a couple of a weeks. My doc advised me to avoid public places for a while<br><br>Jack  : That's great. Hope to see you soon. We all miss you man.","soal37.mp3"
